arxiv_id,pdf_url,title,authors,num_authors,journal_ref,doi,comment,category,year
2302.00074,https://arxiv.org/pdf/2302.00074.pdf,Randomized Control of Wireless Temporal Coherence via Reconfigurable Intelligent Surface,João Henrique Inacio de Souza; Victor Croisfelt; Fabio Saggese; Taufik Abrão; Petar Popovski,5,,10.1109/ICCWorkshops57953.2023.10283583,"6 pages, 4 figures, conference paper",eess.SP,2023
2302.00057,https://arxiv.org/pdf/2302.00057.pdf,Federated Cell-Free MIMO in Non-Terrestrial Networks: Architectures and Performance,Alessandro Guidotti; Alessandro Vanelli-Coralli; Carla Amatetti,3,,,Submitted to IEEE Access,eess.SP,2023
2301.13849,https://arxiv.org/pdf/2301.13849.pdf,Ultrasound based Gas Detection: Analyzing Acoustic Impedance for High-Performance and Low-Cost Solutions,Ayush Singh; Harikrishnan Pisharody Gopalkrishnan; Mahesh Raveendranatha Panicker,3,,,,eess.SP,2023
2301.13841,https://arxiv.org/pdf/2301.13841.pdf,RIS-Assisted Interference Mitigation for Uplink NOMA,Azadeh Tabeshnezhad; A. Lee Swindlehurst; Tommy Svensson,3,,,"Revised manuscript in IEEE Wireless Communications and Networking Conference (WCNC), 2023",eess.SP,2023
2301.13830,https://arxiv.org/pdf/2301.13830.pdf,Age of Information With Non-Poisson Updates in Cache-Updating Networks,Priyanka Kaswan; Sennur Ulukus,2,,,,eess.SP,2023
2301.13664,https://arxiv.org/pdf/2301.13664.pdf,Ambient FSK Backscatter Communications using LTE Cell Specific Reference Signals,Jingyi Liao; Xiyu Wang; Kalle Ruttik; Riku Jantti; Phan-Huy Dinh-Thuy,5,,,,eess.SP,2023
2301.13630,https://arxiv.org/pdf/2301.13630.pdf,Enhancing NOMA Networks via Reconfigurable Multi-Functional Surface,Ailing Zheng; Wanli Ni; Wen Wang; Hui Tian,4,"IEEE Communications Letters, 2023",10.1109/LCOMM.2022.3232148,This paper has been accepted by IEEE Communications Letters,eess.SP,2023
2301.13553,https://arxiv.org/pdf/2301.13553.pdf,Millimetre-wave Radar for Low-Cost 3D Imaging: A Performance Study,Han Cui; Jiacheng Wu; Naim Dahnoun,3,,,"14 pages, 16 figures",eess.SP,2023
2302.00004,https://arxiv.org/pdf/2302.00004.pdf,Low Complexity Approaches for End-to-End Latency Prediction,Pierre Larrenie; Jean-François Bercher; Olivier Venard; Iyad Lahsen-Cherif,4,"2022 13th International Conference on Computing Communication and Networking Technologies (ICCCNT), Oct 2022, Kharagpur, France. pp.1-6",10.1109/ICCCNT54827.2022.9984543,arXiv admin note: substantial text overlap with arXiv:2301.13536,eess.SP,2023
2301.13516,https://arxiv.org/pdf/2301.13516.pdf,Recurrences reveal shared causal drivers of complex time series,William Gilpin,1,,,Physical Review X (to appear). Code available online at https://github.com/williamgilpin/shrec,eess.SP,2023
2301.13475,https://arxiv.org/pdf/2301.13475.pdf,A Knowledge-Driven Meta-Learning Method for CSI Feedback,Han Xiao; Wenqiang Tian; Wendong Liu; Zhi Zhang; Zhihua Shi; Li Guo; Jia Shen,7,,,,eess.SP,2023
2301.13460,https://arxiv.org/pdf/2301.13460.pdf,Energy-Efficient Vehicular Edge Computing with One-by-one Access Scheme,Youngsu Jang; Seongah Jeong; Joonhyuk Kang,3,,,"5 pages, 5 figures",eess.SP,2023
2301.13396,https://arxiv.org/pdf/2301.13396.pdf,"Study of Optical Networks, 5G, Artificial Intelligence and Their Applications",Quanda Zhang; Qi Zhang,2,,,,eess.SP,2023
2301.13390,https://arxiv.org/pdf/2301.13390.pdf,"Massive MIMO in 5G: How Beamforming, Codebooks, and Feedback Enable Larger Arrays",Ryan M. Dreifuerst; Robert W. Heath,2,,,In preparation for submission to IEEE Communications Magazine,eess.SP,2023
2301.13311,https://arxiv.org/pdf/2301.13311.pdf,A Digital Twin Assisted Framework for Interference Nulling in Millimeter Wave MIMO Systems,Yu Zhang; Tawfik Osman; Ahmed Alkhateeb,3,,,arXiv admin note: substantial text overlap with arXiv:2209.04509,eess.SP,2023
2301.13071,https://arxiv.org/pdf/2301.13071.pdf,Detecting and Controlling Smart Lights with LiTalk,Jagdeep Singh; Dan Watkinson; Tim Farnham; Daniele Puccinelli,4,,10.1145/3556558.3558581,,eess.SP,2023
2301.13015,https://arxiv.org/pdf/2301.13015.pdf,A Stochastic Biofilm Disruption Model based on Quorum Sensing Mimickers,Fatih Gulec; Andrew W. Eckford,2,"in IEEE Transactions on Molecular, Biological and Multi-Scale Communications, vol. 9, no. 3, pp. 346-350, Sept. 2023",10.1109/tmbmc.2023.3292321,"Accepted for publication in IEEE Transactions on Molecular, Biological, and Multi-Scale Communications",eess.SP,2023
2301.12973,https://arxiv.org/pdf/2301.12973.pdf,Robust Precoding via Characteristic Functions for VSAT to Multi-Satellite Uplink Transmission,Maik Röper; Bho Matthiesen; Dirk Wübben; Petar Popovski; Armin Dekorsy,5,,,"Accepted for presentation at IEEE International Conference on Communications (ICC) 2023; 6 pages, 4 Figures",eess.SP,2023
2301.12939,https://arxiv.org/pdf/2301.12939.pdf,Data-driven soiling detection in PV modules,Alexandros Kalimeris; Ioannis Psarros; Giorgos Giannopoulos; Manolis Terrovitis; George Papastefanatos; Gregory Kotsis,6,,,"12 pages, 4 figures",eess.SP,2023
2301.12804,https://arxiv.org/pdf/2301.12804.pdf,"From ORAN to Cell-Free RAN: Architecture, Performance Analysis, Testbeds and Trials",Yang Cao; Ziyang Zhang; Xinjiang Xia; Pengzhe Xin; Dongjie Liu; Kang Zheng; Mengting Lou; Jing Jin; Qixing Wang; Dongming Wang; Yongming Huang; Xiaohu You; Jiangzhou Wang,13,,,,eess.SP,2023
2301.12787,https://arxiv.org/pdf/2301.12787.pdf,ISAC-Enabled V2I Networks Based on 5G NR: How Much Can the Overhead Be Reduced?,Yunxin Li; Fan Liu; Zhen Du; Weijie Yuan; Christos Masouros,5,,,"6 pages, 5 figures",eess.SP,2023
2301.12678,https://arxiv.org/pdf/2301.12678.pdf,The Meta Distribution of SINR in UAV-Assisted Cellular Networks,Minwei Shi; Kai Yang; Dusit Niyato; Hang Yuan; He Zhou; Zhan Xu,6,,,"30 pages, 9 figures",eess.SP,2023
2301.12605,https://arxiv.org/pdf/2301.12605.pdf,Traffic Prediction in Cellular Networks using Graph Neural Networks,Maryam Khalid,1,,,,eess.SP,2023
2301.12598,https://arxiv.org/pdf/2301.12598.pdf,Time Encoding Sampling of Bandpass Signals,Zhong Liu; Feng Xi; Shengyao Chen,3,,,"5 pages, 6 figures",eess.SP,2023
2301.12503,https://arxiv.org/pdf/2301.12503.pdf,AudioLDM: Text-to-Audio Generation with Latent Diffusion Models,Haohe Liu; Zehua Chen; Yi Yuan; Xinhao Mei; Xubo Liu; Danilo Mandic; Wenwu Wang; Mark D. Plumbley,8,,,Accepted by ICML 2023. Demo and implementation at https://audioldm.github.io. Evaluation toolbox at https://github.com/haoheliu/audioldm_eval,eess.SP,2023
2301.12497,https://arxiv.org/pdf/2301.12497.pdf,Disproving Sum-Difference Co-Array Property,Jisheng Dai; Hing Cheung So,2,,,"2 pages, 1 figure",eess.SP,2023
2301.12444,https://arxiv.org/pdf/2301.12444.pdf,Exploring Attention Map Reuse for Efficient Transformer Neural Networks,Kyuhong Shim; Jungwook Choi; Wonyong Sung,3,,,,eess.SP,2023
2301.12360,https://arxiv.org/pdf/2301.12360.pdf,ADL-ID: Adversarial Disentanglement Learning for Wireless Device Fingerprinting Temporal Domain Adaptation,Abdurrahman Elmaghbub; Bechir Hamdaoui; Weng-Keen Wong,3,,,The paper has been accepted at IEEE ICC'23 - MWN Symposium,eess.SP,2023
2301.12355,https://arxiv.org/pdf/2301.12355.pdf,Semantics-enhanced Temporal Graph Networks for Content Popularity Prediction,Jianhang Zhu; Rongpeng Li; Xianfu Chen; Shiwen Mao; Jianjun Wu; Zhifeng Zhao,6,,,,eess.SP,2023
2301.12231,https://arxiv.org/pdf/2301.12231.pdf,Rateless Autoencoder Codes: Trading off Decoding Delay and Reliability,Vukan Ninkovic; Dejan Vukobratovic; Christian Häger; Henk Wymeersch; Alexandre Graell i Amat,5,,,"6 pages, 7 figures, to appear at IEEE ICC 2023",eess.SP,2023
2301.12161,https://arxiv.org/pdf/2301.12161.pdf,Knowledge-Aware Semantic Communication System Design,Sachin Kadam; Dong In Kim,2,,10.1109/ICC45041.2023.10278770,"Accepted for publication in ICC 2023 - IEEE International Conference on Communications, Rome, Italy, May 2023. arXiv admin note: substantial text overlap with arXiv:2301.03468",eess.SP,2023
2302.10824,https://arxiv.org/pdf/2302.10824.pdf,Localizing the Origin of Idiopathic Ventricular Arrhythmia from ECG Using an Attention-Based Recurrent Convolutional Neural Network,Mohammadreza Shahsavari; Niloufar Delfan; Mohamad Forouzanfar,3,,,,eess.SP,2023
2301.12086,https://arxiv.org/pdf/2301.12086.pdf,Uplink Performance of Cell-Free Extremely Large-Scale MIMO Systems,Hao Lei; Zhe Wang; Huahua Xiao; Jiayi Zhang; Bo Ai,5,,,,eess.SP,2023
2301.12035,https://arxiv.org/pdf/2301.12035.pdf,State Machine-based Waveforms for Channels With 1-Bit Quantization and Oversampling With Time-Instance Zero-Crossing Modulation,Diana M. V. Melo; Lukas T. N. Landau; Rodrigo C. de Lamare,3,,,,eess.SP,2023
2301.12027,https://arxiv.org/pdf/2301.12027.pdf,Lp Quasi-norm Minimization: Algorithm and Applications,Omar M. Sleem; M. E. Ashour; N. S. Aybat; Constantino M. Lagoa,4,,,,eess.SP,2023
2301.11981,https://arxiv.org/pdf/2301.11981.pdf,Unearthing InSights into Mars: Unsupervised Source Separation with Limited Data,Ali Siahkoohi; Rudy Morel; Maarten V. de Hoop; Erwan Allys; Grégory Sainton; Taichi Kawamura,6,,,ICML 2023,eess.SP,2023
2301.11955,https://arxiv.org/pdf/2301.11955.pdf,Adaptive whitening in neural populations with gain-modulating interneurons,Lyndon R. Duong; David Lipshutz; David J. Heeger; Dmitri B. Chklovskii; Eero P. Simoncelli,5,"Proc 40th Int'l Conf on Machine Learning, Honolulu, Hawaii, July 2023",,"20 pages, 10 figures (incl. appendix). To appear in the Proceedings of the 40th International Conference on Machine Learning",eess.SP,2023
2301.11640,https://arxiv.org/pdf/2301.11640.pdf,Hardware Implementation of Task-based Quantization in Multi-user Signal Recovery,Xing Zhang; Haiyang Zhang; Nimrod Glazer; Oded Cohen; Eliya Reznitskiy; Shlomi Savariego; Moshe Namer; Yonina C. Eldar,8,,,,eess.SP,2023
2301.11630,https://arxiv.org/pdf/2301.11630.pdf,Joint Geometry and Attribute Upsampling of Point Clouds Using Frequency-Selective Models with Overlapped Support,Viktoria Heimann; Andreas Spruck; André Kaup,3,,,"10 pages, 10 figures, Under Review at IEEE TMM Special Issue on Point Cloud Processing and Understanding",eess.SP,2023
2301.11573,https://arxiv.org/pdf/2301.11573.pdf,On the optimality of Kalman Filter for Fault Detection,Jinming Zhou; Yucai Zhu,2,,,,eess.SP,2023
2302.01745,https://arxiv.org/pdf/2302.01745.pdf,Covert D2D Communication Underlaying Cellular Network: A System-Level Security Perspective,Shaohan Feng; Xiao Lu; Kun Zhu; Dusit Niyato; Ping Wang,5,,,,eess.SP,2023
2301.11557,https://arxiv.org/pdf/2301.11557.pdf,A Ray-tracing and Deep Learning Fusion Super-resolution Modeling Method for Wireless Mobile Channel,Zhao Zhang; Danping He; Xiping Wang; Ke Guan; Zhangdui Zhong; Jianwu Dou,6,,,"5 pages,7 figures,accepted by EuCAP2023",eess.SP,2023
2301.11535,https://arxiv.org/pdf/2301.11535.pdf,Learning Informative Representation for Fairness-aware Multivariate Time-series Forecasting: A Group-based Perspective,Hui He; Qi Zhang; Shoujin Wang; Kun Yi; Zhendong Niu; Longbing Cao,6,,10.1109/TKDE.2023.3323956,"13 pages, 5 figures, accepted by IEEE Transactions on Knowledge and Data Engineering (TKDE)",eess.SP,2023
2301.11528,https://arxiv.org/pdf/2301.11528.pdf,Low-Rank Structured Clutter Covariance Matrix Estimation for Airborne STAP Radar,Tao Zhang; Haifang Zheng; Qijun Luo,3,,,,eess.SP,2023
2301.11501,https://arxiv.org/pdf/2301.11501.pdf,Practical Frequency-Hopping MIMO Joint Radar Communications: Design and Experiment,Jiangtao Liu; Kai Wu; Tao Su; J. Andrew Zhang,4,,,11 pages; 12 figures,eess.SP,2023
2301.11450,https://arxiv.org/pdf/2301.11450.pdf,SMILE: Robust Network Localization via Sparse and Low-Rank Matrix Decomposition,Lillian Clark; Sampad Mohanty; Bhaskar Krishnamachari,3,,,11 pages,eess.SP,2023
2301.11328,https://arxiv.org/pdf/2301.11328.pdf,Cell-Free ISAC MIMO Systems: Joint Sensing and Communication Beamforming,Umut Demirhan; Ahmed Alkhateeb,2,,,Submitted to IEEE,eess.SP,2023
2301.11283,https://arxiv.org/pdf/2301.11283.pdf,Real-Time Digital Twins: Vision and Research Directions for 6G and Beyond,Ahmed Alkhateeb; Shuaifeng Jiang; Gouranga Charan,3,,,The 6G digital twin research platform will be available soon on https://deepverse6g.net/,eess.SP,2023
2301.11134,https://arxiv.org/pdf/2301.11134.pdf,SNR/CRB-Constrained Joint Beamforming and Reflection Designs for RIS-ISAC Systems,Rang Liu; Ming Li; Qian Liu; A. Lee Swindlehurst,4,"IEEE Trans. Wireless Commun., vol. 23, no. 7, pp. 7456-7470, Jul. 2024",10.1109/TWC.2023.3341429,accepted by IEEE TWC,eess.SP,2023
2301.11127,https://arxiv.org/pdf/2301.11127.pdf,Joint data rate and EMF exposure analysis in user-centric cell-free massive MIMO networks,Charles Wiame; Claude Oestges; Luc Vandendorpe,3,,,,eess.SP,2023
2301.11115,https://arxiv.org/pdf/2301.11115.pdf,Hybrid Protection of Digital FIR Filters,Levent Aksoy; Quang-Linh Nguyen; Felipe Almeida; Jaan Raik; Marie-Lise Flottes; Sophie Dupuis; Samuel Pagliarini,7,,,,eess.SP,2023
2301.11097,https://arxiv.org/pdf/2301.11097.pdf,Joint data rate and EMF exposure analysis in Manhattan environments: stochastic geometry and ray tracing approaches,Charles Wiame; Simon Demey; Luc Vandendorpe; Philippe De Doncker; Claude Oestges,5,,,,eess.SP,2023
2301.11066,https://arxiv.org/pdf/2301.11066.pdf,Channel Estimation for RIS-aided mmWave Massive MIMO System Using Few-bit ADCs,Ruizhe Wang; Hong Ren; Cunhua Pan; Jun Fang; Mianxiong Dong; Octavia A. Dobre,6,,,,eess.SP,2023
2301.11028,https://arxiv.org/pdf/2301.11028.pdf,Sherman-Morrison Regularization for ELAA Iterative Linear Precoding,Jinfei Wang; Yi Ma; Na Yi; Rahim Tafazolli,4,,,"7 pages, 5 figures, IEEE ICC 2023",eess.SP,2023
2301.11025,https://arxiv.org/pdf/2301.11025.pdf,Neuromorphic spintronics accelerated by an unconventional data-driven Thiele equation approach,Anatole Moureaux; Simon De Wergifosse; Chloé Chopin; Jimmy Weber; Flavio Abreu Araujo,5,,,"11 pages, 8 figures",eess.SP,2023
2301.10963,https://arxiv.org/pdf/2301.10963.pdf,Neural Network Based Optimization of Transmit Beamforming and RIS Coefficients Using Channel Covariances in MISO Downlink,Khin Thandar Kyaw; Wiroonsak Santipach; Kritsada Mamat; Kamol Kaemarungsi; Kazuhiko Fukawa; Lunchakorn Wuttisittikulkij,6,"AEU International Journal of Electronics and Communications, vol. 191, article no. 155656, Feb. 2025",10.1016/j.aeue.2024.155656,,eess.SP,2023
2301.10962,https://arxiv.org/pdf/2301.10962.pdf,Scheduling Policy for Value-of-Information (VoI) in Trajectory Estimation for Digital Twins,Van-Phuc Bui; Shashi Raj Pandey; Federico Chiariotti; Petar Popovski,4,,,,eess.SP,2023
2301.10815,https://arxiv.org/pdf/2301.10815.pdf,Human-machine Hierarchical Networks for Decision Making under Byzantine Attacks,Chen Quan; Baocheng Geng; Yunghsiang S. Han; Pramod K. Varshney,4,,,,eess.SP,2023
2301.10738,https://arxiv.org/pdf/2301.10738.pdf,Downlink TDMA Scheduling for IRS-aided Communications with Block-Static Constraints,Alberto Rech; Matteo Pagin; Stefano Tomasin; Federico Moretto; Leonardo Badia; Marco Giordani; Jonathan Gambini; Michele Zorzi,8,,,"6 pages, 4 figures, submitted to WCNC 2023 Workshops",eess.SP,2023
2301.10706,https://arxiv.org/pdf/2301.10706.pdf,DTS-100G -- A versatile heterogeneous MPSoC board for cryogenic sensor readout,Timo Muscheid; Artur Boebel; Nick Karcher; Tomas Vanat; Luis Ardila-Perez; Igor Cheviakov; Michael Schleicher; Manfred Zimmer; Matthias Balzer; Oliver Sander,10,,10.1088/1748-0221/18/02/C02067,TWEPP-22 Proceedings,eess.SP,2023
2301.10689,https://arxiv.org/pdf/2301.10689.pdf,Optimal and Robust Waveform Design for MIMO-OFDM Channel Sensing: A Cramér-Rao Bound Perspective,Xinyang Li; Vlad C. Andrei; Ullrich J. Mönich; Holger Boche,4,,,"6 pages, 5 figures. Accepted by IEEE International Conference on Communications 2023",eess.SP,2023
2301.10688,https://arxiv.org/pdf/2301.10688.pdf,Memory-Aware Social Learning under Partial Information Sharing,Michele Cirillo; Virginia Bordignon; Vincenzo Matta; Ali H. Sayed,4,,,,eess.SP,2023
2301.10682,https://arxiv.org/pdf/2301.10682.pdf,RIS Meets Aerodynamic HAPS: A Multi-objective Optimization Approach,Arman Azizi; Arman Farhang,2,,,,eess.SP,2023
2301.10647,https://arxiv.org/pdf/2301.10647.pdf,Finite alphabet phase retrieval,Tamir Bendory; Dan Edidin; Ivan Gonzalez,3,,,,eess.SP,2023
2301.10624,https://arxiv.org/pdf/2301.10624.pdf,Energy-Delay Tradeoff in Helper-Assisted NOMA-MEC Systems: A Four-Sided Matching Algorithm,Mengmeng Ren; Long Yang; Hai Jiang; Jian Chen; Yuchen Zhou,5,,,,eess.SP,2023
2301.10619,https://arxiv.org/pdf/2301.10619.pdf,Simultaneous Transmitting and Reflecting (STAR)-RIS for Harmonious Millimeter Wave Spectrum Sharing,Omar Hashash; Walid Saad; Mohammadreza F. Imani; David R. Smith,4,,,,eess.SP,2023
2301.10771,https://arxiv.org/pdf/2301.10771.pdf,Optimal Complex-Valued Prototype Filter Design for GFDM Systems,Behzad Mozaffari Tazehkand; Mohammad Reza Ghavidel Aghdam; Reza Abdolee,3,,,I believe that the current version of the paper requires significant revisions to accurately represent the research and its findings,eess.SP,2023
2301.10470,https://arxiv.org/pdf/2301.10470.pdf,Optimal Prototype Filter Design Based on New Mathematical Model of GFDM System,Behzad Mozaffari Tazehkand; Mohammad Reza Ghavidel Aghdam; Reza Abdolee; Aysan Kamyab,4,,,I believe that the current version of the paper requires significant revisions to accurately represent the research and its findings,eess.SP,2023
2301.10429,https://arxiv.org/pdf/2301.10429.pdf,Cell-free mMIMO Support in the O-RAN Architecture: A PHY Layer Perspective for 5G and Beyond Networks,Vida Ranjbar; Adam Girycki; Md Arifur Rahman; Sofie Pollin; Marc Moonen; Evgenii Vinogradov,6,"IEEE Communications Standards Magazine (Volume: 6, Issue: 1, March 2022)",10.1109/MCOMSTD.0001.2100067,,eess.SP,2023
2301.10110,https://arxiv.org/pdf/2301.10110.pdf,PolarAir: A Compressed Sensing Scheme for Over-the-Air Federated Learning,Michail Gkagkos; Krishna R. Narayanan; Jean-Francois Chamberland; Costas N. Georghiades,4,,,,eess.SP,2023
2301.10080,https://arxiv.org/pdf/2301.10080.pdf,Practical Synchronization for OTFS,Mohsen Bayat; Sanoopkumar P. S.; Arman Farhang,3,,,,eess.SP,2023
2302.14706,https://arxiv.org/pdf/2302.14706.pdf,A Novel Deep Reinforcement Learning-based Approach for Enhancing Spectral Efficiency of IRS-assisted Wireless Systems,Farimehr Zohari; S. M. Mahdi Shahabi; Mehrdad Ardebilipour,3,,,"4 pages, 4 figures",eess.SP,2023
2301.09957,https://arxiv.org/pdf/2301.09957.pdf,Real-Time HAP-Assisted Vehicular Edge Computing for Rural Areas,Alessandro Traspadini; Marco Giordani; Giovanni Giambene; Michele Zorzi,4,,10.1109/LWC.2023.3238851,"6 pages, 2 figures. This paper has been accepted for publication at IEEE Wireless Communications Letters (WCL). Copyright IEEE 2023. Please cite it as: A. Traspadini, M. Giordani, G. Giambene and M. Zorzi, ""Real-Time HAP-Assistes Vehicular Edge Computing for Rural Areas,"" in IEEE Wireless Communications Letters, doi: 10.1109/LWC.2023.3238851",eess.SP,2023
2301.09921,https://arxiv.org/pdf/2301.09921.pdf,Self-Supervised Learning for Enhancing Angular Resolution in Automotive MIMO Radars,Ignacio Roldan; Francesco Fioranelli; Alexander Yarovoy,3,,10.1109/TVT.2023.3269199,"Published at IEEE Transactions on Vehicular Technology. For citation, please use the IEEE DOI",eess.SP,2023
2301.09909,https://arxiv.org/pdf/2301.09909.pdf,Radar Sensing via OTFS Signaling: A Delay Doppler Signal Processing Perspective,Kecheng Zhang; Weijie Yuan; Shuangyang Li; Fan Liu; Feifei Gao; Pingzhi Fan; Yunlong Cai,7,,,ICC-2023 Accepted,eess.SP,2023
2301.09894,https://arxiv.org/pdf/2301.09894.pdf,"A Comparison between RSMA, SDMA, and OMA in Multibeam LEO Satellite Systems",Alea Schröder; Maik Röper; Dirk Wübben; Bho Matthiesen; Petar Popovski; Armin Dekorsy,6,,,"This article is presented in part at the 2023 International ITG 26th Workshop on Smart Antennas and 13th Conference on Systems, Communications, and Coding",eess.SP,2023
2301.09848,https://arxiv.org/pdf/2301.09848.pdf,Gossiped and Quantized Online Multi-Kernel Learning,Tomas Ortega; Hamid Jafarkhani,2,IEEE Signal Processing Letters. 30 (2023) 468-472,10.1109/LSP.2023.3268988,,eess.SP,2023
2301.09791,https://arxiv.org/pdf/2301.09791.pdf,Quantification of Damage Using Indirect Structural Health Monitoring,Achyuth Madabhushi,1,,,,eess.SP,2023
2301.09758,https://arxiv.org/pdf/2301.09758.pdf,A deep reinforcement learning approach to assess the low-altitude airspace capacity for urban air mobility,Asal Mehditabrizi; Mahdi Samadzad; Sina Sabzekar,3,,,"15 pages, 12 figures, 1 table",eess.SP,2023
2301.09729,https://arxiv.org/pdf/2301.09729.pdf,Long-term stable Electromyography classification using Canonical Correlation Analysis,Elisa Donati; Simone Benatti; Enea Ceolini; Giacomo Indiveri,4,,,,eess.SP,2023
2301.09717,https://arxiv.org/pdf/2301.09717.pdf,Reconfigurable Intelligent Surface Aided Amplitude- and Phase-Modulated Downlink Transmission,Qingchao Li; Mohammed El-Hajjar; Ibrahim Hemadeh; Arman Shojaeifard; Alain A. M. Mourad; Lajos Hanzo,6,,,,eess.SP,2023
2301.09716,https://arxiv.org/pdf/2301.09716.pdf,Performance Analysis of Active RIS-aided Systems in the Face of Imperfect CSI and Phase Shift Noise,Qingchao Li; Mohammed El-Hajjar; Ibrahim Hemadeh; Deepa Jagyasi; Arman Shojaeifard; Lajos Hanzo,6,,,,eess.SP,2023
2301.09710,https://arxiv.org/pdf/2301.09710.pdf,Training End-to-End Unrolled Iterative Neural Networks for SPECT Image Reconstruction,Zongyu Li; Yuni K. Dewaraja; Jeffrey A. Fessler,3,"IEEE Transactions on Radiation and Plasma Medical Sciences, vol. 7, no. 4, pp. 410-420, April 2023",10.1109/TRPMS.2023.3240934,submitted to IEEE TRPMS,eess.SP,2023
2301.09609,https://arxiv.org/pdf/2301.09609.pdf,A Hardware Prototype of Wideband High-Dynamic Range ADC,Satish Mulleti; Eliya Reznitskiy; Shlomi Savariego; Moshe Namer; Nimrod Glazer; Yonina C. Eldar,6,,,11,eess.SP,2023
2301.09607,https://arxiv.org/pdf/2301.09607.pdf,Narrowband Interference Detection via Deep Learning,Clifton Paul Robinson; Daniel Uvaydov; Salvatore D'Oro; Tommaso Melodia,4,,,"6 pages, 10 figures, 1 table. ICC 2023 - IEEE International Conference on Communications, Rome, Italy, May 2023",eess.SP,2023
2301.09554,https://arxiv.org/pdf/2301.09554.pdf,Deep Learning Meets Sparse Regularization: A Signal Processing Perspective,Rahul Parhi; Robert D. Nowak,2,"IEEE Signal Processing Magazine, vol. 40, no. 6, pp. 63-74, Sept. 2023",10.1109/MSP.2023.3286988,,eess.SP,2023
2301.09439,https://arxiv.org/pdf/2301.09439.pdf,Autoencoder-based Joint Communication and Sensing of Multiple Targets,Charlotte Muth; Laurent Schmalen,2,,,"6 pages, 4 figures, submitted to WSA & SCC 2023, code available at https://github.com/frozenhairdryer/JCAS_multitarg",eess.SP,2023
2301.09305,https://arxiv.org/pdf/2301.09305.pdf,Practical Adversarial Attacks Against AI-Driven Power Allocation in a Distributed MIMO Network,Ömer Faruk Tuna; Fehmi Emre Kadan; Leyli Karaçay,3,,,"6 pages, 10 figures, accepted for presentation in International Conference on Communications (ICC) 2023 in Communication and Information System Security Symposium",eess.SP,2023
2301.09303,https://arxiv.org/pdf/2301.09303.pdf,Downlink Transmission under Heterogeneous Blocklength Constraints: Discrete Signaling with Single-User Decoding,Min Qiu; Yu-Chih Huang; Jinhong Yuan,3,,,"7 pages, 1 figure, accepted for presentation at IEEE ICC 2023. arXiv admin note: substantial text overlap with arXiv:2212.01736",eess.SP,2023
2301.09248,https://arxiv.org/pdf/2301.09248.pdf,Target-Mounted Intelligent Reflecting Surface for Joint Location and Orientation Estimation,Peilan Wang; Weidong Mei; Jun Fang; Rui Zhang,4,,,30pages,eess.SP,2023
2301.09232,https://arxiv.org/pdf/2301.09232.pdf,Optimising complexity of CNN models for resource constrained devices: QRS detection case study,Ahsan Habib; Chandan Karmakar; John Yearwood,3,,,,eess.SP,2023
2301.09165,https://arxiv.org/pdf/2301.09165.pdf,Energy Prediction using Federated Learning,Meghana Bharadwaj; Sanjana Sarda,2,,,,eess.SP,2023
2301.09126,https://arxiv.org/pdf/2301.09126.pdf,Propagation of Linear Uncertainties through Multiline Thru-Reflect-Line Calibration,Ziad Hatab; Michael Ernst Gadringer; Wolfgang Bösch,3,,10.1109/TIM.2023.3296123,GitHub: https://github.com/ZiadHatab/uncertainty-multiline-trl-calibration,eess.SP,2023
2301.09082,https://arxiv.org/pdf/2301.09082.pdf,Location Division Multiple Access for Near-Field Communications,Zidong Wu; Linglong Dai,2,,,"Accepted by IEEE ICC 2023. This paper investigates the concept of location division multiple access (LDMA) to exploit extra spatial resources in distance domain for multiple access, exploring a new possibility to enhance spectrum efficiency. The journal version is: arXiv:2208.06349. Simulation codes are provided at: http://oa.ee.tsinghua.edu.cn/dailinglong/publications/publications.html",eess.SP,2023
2301.10159,https://arxiv.org/pdf/2301.10159.pdf,Computational Solar Energy -- Ensemble Learning Methods for Prediction of Solar Power Generation based on Meteorological Parameters in Eastern India,Debojyoti Chakraborty; Jayeeta Mondal; Hrishav Bakul Barua; Ankur Bhattacharjee,4,"Renewable Energy Focus Volume 44, March 2023, Pages 277-294",10.1016/j.ref.2023.01.006,Accepted in Renewable Energy Focus (Elsevier),eess.SP,2023
2301.08990,https://arxiv.org/pdf/2301.08990.pdf,Monitoring of the heart movements using a FMCW radar and correlation with an ECG,Rémi Grisot; Pierre Laurent; Claire Migliaccio; Jean-Yves Dauvignac; Mélanie Brulc; Camille Chiquet; Jean-Paul Caruana,7,IEEE Transactions on Radar Systems 1 (2023) 423-434,10.1109/TRS.2023.3298348,"12 pages, 24 figures",eess.SP,2023
2301.08973,https://arxiv.org/pdf/2301.08973.pdf,Vision Aided Environment Semantics Extraction and Its Application in mmWave Beam Selection,Feiyang Wen; Weihua Xu; Feifei Gao; Chengkang Pan; Guangyi Liu,5,,,,eess.SP,2023
2301.08904,https://arxiv.org/pdf/2301.08904.pdf,Outage Performance of Fluid Antenna System (FAS)-aided Terahertz Communication Networks,Leila Tlebaldiyeva; Sultangali Arzykulov; Khaled M. Rabie; Xingwang Li; Galymzhan Nauryzbayev,5,,10.1109/ICC45041.2023.10279614,"Accepted for Presentation at IEEE ICC 2023 (Rome, Italy), 6 pages, 5 figures",eess.SP,2023
